Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied,Category_encoded,Item_encoded,Day,Week,Month,Year,Day of Month,Profit,First_Purchase_Date,Customer_Type
TXN_8345485,CUST_06,Beverages,Item_17_BEV,29.0,6,174.0,Cash,Online,2024-11-11,1,3,147,Monday,46,November,2024,11,173.0,2022-01-01,Returning
TXN_1400912,CUST_16,Milk Products,Item_11_MILK,20.0,8,160.0,Digital Wallet,Online,2022-01-23,1,1,95,Sunday,3,January,2022,23,159.0,2022-01-01,Returning
TXN_3157153,CUST_18,Beverages,Item_16_BEV,27.5,5,137.5,Cash,In-Store,2022-12-01,0,3,3,Thursday,48,December,2022,1,137.5,2022-01-02,Returning
TXN_1736098,CUST_23,Patisserie,Item_1_PAT,5.0,3,15.0,Cash,Online,2022-10-18,0,0,53,Tuesday,42,October,2022,18,15.0,2022-01-02,Returning
TXN_8037593,CUST_14,Milk Products,Item_24_MILK,39.5,9,355.5,Credit Card,In-Store,2023-09-25,1,1,90,Monday,39,September,2023,25,354.5,2022-01-07,Returning
TXN_1834791,CUST_08,Electric Household Essentials,Item_4_EHE,9.5,6,57.0,Digital Wallet,In-Store,2024-05-31,1,6,18,Friday,22,May,2024,31,56.0,2022-01-03,Returning
TXN_2478597,CUST_07,Computers And Electric Accessories,Item_19_CEA,11.0,5,55.0,Cash,In-Store,2024-09-06,0,7,78,Friday,36,September,2024,6,55.0,2022-01-04,Returning
TXN_1674139,CUST_05,Milk Products,Item_17_MILK,29.0,10,290.0,Digital Wallet,Online,2023-03-21,1,1,1,Tuesday,12,March,2023,21,289.0,2022-01-03,Returning
TXN_3742027,CUST_04,Butchers,Item_10_BUT,18.5,3,55.5,Digital Wallet,Online,2022-08-30,1,2,181,Tuesday,35,August,2022,30,54.5,2022-01-02,Returning
TXN_8774399,CUST_23,Furniture,Item_25_FUR,41.0,1,41.0,Credit Card,In-Store,2022-01-24,0,5,7,Monday,4,January,2022,24,41.0,2022-01-02,Returning
TXN_9219085,CUST_21,Butchers,Item_25_BUT,41.0,5,205.0,Cash,In-Store,2024-12-27,1,2,119,Friday,52,December,2024,27,204.0,2022-01-05,Returning
TXN_8197683,CUST_21,Furniture,Item_3_FUR,8.0,2,16.0,Cash,Online,2023-04-30,0,5,175,Sunday,17,April,2023,30,16.0,2022-01-05,Returning
TXN_6406070,CUST_02,Food,Item_12_FOOD,21.5,8,172.0,Credit Card,Online,2024-06-08,1,4,37,Saturday,23,June,2024,8,171.0,2022-01-17,Returning
TXN_8169854,CUST_17,Milk Products,Item_7_MILK,14.0,3,42.0,Cash,Online,2022-07-19,0,1,179,Tuesday,29,July,2022,19,42.0,2022-01-01,Returning
TXN_5692250,CUST_19,Electric Household Essentials,Item_6_EHE,12.5,3,37.5,Cash,In-Store,2022-09-11,1,6,70,Sunday,36,September,2022,11,36.5,2022-01-01,Returning
TXN_7583955,CUST_12,Food,Item_9_FOOD,17.0,6,102.0,Credit Card,In-Store,2022-02-14,1,4,77,Monday,7,February,2022,14,101.0,2022-01-01,Returning
TXN_9830364,CUST_07,Computers And Electric Accessories,Item_5_CEA,11.0,7,77.0,Cash,In-Store,2024-04-04,0,7,41,Thursday,14,April,2024,4,77.0,2022-01-04,Returning
TXN_6557660,CUST_11,Butchers,Item_18_BUT,30.5,10,305.0,Cash,Online,2024-01-13,1,2,92,Saturday,2,January,2024,13,304.0,2022-01-01,Returning
TXN_8158197,CUST_25,Milk Products,Item_6_MILK,12.5,10,125.0,Credit Card,Online,2022-07-03,1,1,46,Sunday,26,July,2022,3,124.0,2022-01-03,Returning
TXN_8615053,CUST_01,Computers And Electric Accessories,Item_11_CEA,20.0,7,140.0,Credit Card,In-Store,2024-09-08,1,7,106,Sunday,36,September,2024,8,139.0,2022-01-01,Returning
TXN_6685805,CUST_23,Beverages,Item_18_BEV,30.5,1,30.5,Digital Wallet,Online,2023-10-06,0,3,162,Friday,40,October,2023,6,30.5,2022-01-02,Returning
TXN_6929636,CUST_17,Computers And Electric Accessories,Item_19_CEA,23.0,2,46.0,Digital Wallet,Online,2023-11-23,1,7,78,Thursday,47,November,2023,23,45.0,2022-01-01,Returning
TXN_9560060,CUST_04,Food,Item_14_FOOD,24.5,2,49.0,Digital Wallet,Online,2023-05-20,1,4,22,Saturday,20,May,2023,20,48.0,2022-01-02,Returning
TXN_8367191,CUST_24,Butchers,Item_1_BUT,5.0,3,15.0,Cash,In-Store,2022-02-19,1,2,122,Saturday,7,February,2022,19,14.0,2022-01-01,Returning
TXN_6181532,CUST_14,Food,Item_16_FOOD,27.5,4,110.0,Digital Wallet,In-Store,2023-09-05,0,4,195,Tuesday,36,September,2023,5,110.0,2022-01-07,Returning
TXN_6770698,CUST_18,Food,Item_10_FOOD,18.5,9,166.5,Digital Wallet,Online,2023-12-04,1,4,19,Monday,49,December,2023,4,165.5,2022-01-02,Returning
TXN_6908414,CUST_24,Milk Products,Item_11_MILK,20.0,9,180.0,Cash,Online,2024-11-27,0,1,95,Wednesday,48,November,2024,27,180.0,2022-01-01,Returning
TXN_6962668,CUST_14,Furniture,Item_25_FUR,41.0,9,369.0,Digital Wallet,In-Store,2024-09-19,0,5,7,Thursday,38,September,2024,19,369.0,2022-01-07,Returning
TXN_2411176,CUST_20,Beverages,Item_14_BEV,24.5,10,245.0,Digital Wallet,Online,2023-01-28,1,3,66,Saturday,4,January,2023,28,244.0,2022-01-03,Returning
TXN_1306295,CUST_15,Computers And Electric Accessories,Item_19_CEA,23.0,5,115.0,Digital Wallet,Online,2022-09-13,1,7,78,Tuesday,37,September,2022,13,114.0,2022-01-01,Returning
TXN_9469827,CUST_21,Butchers,Item_20_BUT,33.5,6,201.0,Digital Wallet,In-Store,2022-10-29,1,2,21,Saturday,43,October,2022,29,200.0,2022-01-05,Returning
TXN_3766991,CUST_21,Electric Household Essentials,Item_15_EHE,26.0,8,208.0,Cash,Online,2023-09-24,1,6,155,Sunday,38,September,2023,24,207.0,2022-01-05,Returning
TXN_6058992,CUST_14,Furniture,Item_15_FUR,26.0,7,182.0,Credit Card,In-Store,2022-08-24,0,5,128,Wednesday,34,August,2022,24,182.0,2022-01-07,Returning
TXN_4861636,CUST_03,Computers And Electric Accessories,Item_18_CEA,30.5,4,122.0,Cash,Online,2022-01-13,1,7,105,Thursday,2,January,2022,13,121.0,2022-01-08,Returning
TXN_9951192,CUST_05,Electric Household Essentials,Item_22_EHE,36.5,7,255.5,Cash,In-Store,2024-06-27,1,6,116,Thursday,26,June,2024,27,254.5,2022-01-03,Returning
TXN_9096772,CUST_21,Furniture,Item_6_FUR,12.5,3,37.5,Digital Wallet,In-Store,2022-12-30,1,5,158,Friday,52,December,2022,30,36.5,2022-01-05,Returning
TXN_4076999,CUST_03,Milk Products,Item_17_MILK,29.0,9,261.0,Cash,Online,2024-02-10,0,1,1,Saturday,6,February,2024,10,261.0,2022-01-08,Returning
TXN_7533515,CUST_05,Furniture,Item_6_FUR,12.5,2,25.0,Credit Card,In-Store,2023-02-13,1,5,158,Monday,7,February,2023,13,24.0,2022-01-03,Returning
TXN_2450206,CUST_24,Furniture,Item_1_FUR,5.0,9,45.0,Credit Card,In-Store,2023-07-21,1,5,93,Friday,29,July,2023,21,44.0,2022-01-01,Returning
TXN_4000635,CUST_02,Furniture,Item_19_FUR,32.0,6,192.0,Credit Card,Online,2023-12-16,1,5,178,Saturday,50,December,2023,16,191.0,2022-01-17,Returning
TXN_7806205,CUST_08,Milk Products,Item_16_MILK,23.0,3,69.0,Digital Wallet,In-Store,2023-03-03,1,1,11,Friday,9,March,2023,3,68.0,2022-01-03,Returning
TXN_2407410,CUST_02,Butchers,Item_24_BUT,39.5,9,355.5,Cash,Online,2022-06-08,0,2,34,Wednesday,23,June,2022,8,355.5,2022-01-17,Returning
TXN_1061282,CUST_06,Furniture,Item_16_FUR,27.5,2,55.0,Digital Wallet,Online,2024-03-28,1,5,8,Thursday,13,March,2024,28,54.0,2022-01-01,Returning
TXN_4731654,CUST_13,Furniture,Item_23_FUR,38.0,3,114.0,Credit Card,Online,2025-01-08,1,5,43,Wednesday,2,January,2025,8,113.0,2022-01-04,Returning
TXN_9478594,CUST_12,Computers And Electric Accessories,Item_19_CEA,23.0,7,161.0,Credit Card,Online,2023-01-12,0,7,78,Thursday,2,January,2023,12,161.0,2022-01-01,Returning
TXN_1361359,CUST_12,Furniture,Item_21_FUR,35.0,9,315.0,Digital Wallet,In-Store,2022-03-19,0,5,62,Saturday,11,March,2022,19,315.0,2022-01-01,Returning
TXN_2157334,CUST_15,Milk Products,Item_23_MILK,38.0,10,380.0,Cash,In-Store,2022-11-24,1,1,82,Thursday,47,November,2022,24,379.0,2022-01-01,Returning
TXN_4634145,CUST_02,Butchers,Item_4_BUT,9.5,9,85.5,Cash,In-Store,2024-11-07,1,2,184,Thursday,45,November,2024,7,84.5,2022-01-17,Returning
TXN_2289344,CUST_07,Computers And Electric Accessories,Item_18_CEA,30.5,3,91.5,Digital Wallet,In-Store,2024-07-27,1,7,105,Saturday,30,July,2024,27,90.5,2022-01-04,Returning
TXN_2056623,CUST_01,Beverages,Item_8_BEV,15.5,2,31.0,Cash,In-Store,2023-02-19,1,3,35,Sunday,7,February,2023,19,30.0,2022-01-01,Returning
TXN_8688342,CUST_12,Furniture,Item_25_FUR,41.0,10,410.0,Digital Wallet,Online,2024-04-20,1,5,7,Saturday,16,April,2024,20,409.0,2022-01-01,Returning
TXN_7689571,CUST_23,Food,Item_20_FOOD,33.5,5,167.5,Digital Wallet,Online,2023-10-28,1,4,58,Saturday,43,October,2023,28,166.5,2022-01-02,Returning
TXN_5109808,CUST_18,Milk Products,Item_13_MILK,23.0,3,69.0,Credit Card,Online,2023-09-19,1,1,143,Tuesday,38,September,2023,19,68.0,2022-01-02,Returning
TXN_4454614,CUST_25,Patisserie,Item_10_PAT,18.5,1,18.5,Credit Card,In-Store,2025-01-13,1,0,0,Monday,3,January,2025,13,17.5,2022-01-03,Returning
TXN_6454872,CUST_03,Furniture,Item_25_FUR,41.0,7,287.0,Cash,In-Store,2024-03-07,1,5,7,Thursday,10,March,2024,7,286.0,2022-01-08,Returning
TXN_5824333,CUST_18,Furniture,Item_6_FUR,12.5,6,75.0,Digital Wallet,In-Store,2024-07-23,1,5,158,Tuesday,30,July,2024,23,74.0,2022-01-02,Returning
TXN_9702329,CUST_15,Butchers,Item_23_BUT,38.0,2,76.0,Credit Card,In-Store,2022-02-11,1,2,31,Friday,6,February,2022,11,75.0,2022-01-01,Returning
TXN_6017215,CUST_11,Computers And Electric Accessories,Item_18_CEA,30.5,7,213.5,Digital Wallet,Online,2024-04-08,1,7,105,Monday,15,April,2024,8,212.5,2022-01-01,Returning
TXN_4214690,CUST_06,Electric Household Essentials,Item_7_EHE,14.0,6,84.0,Cash,Online,2023-11-01,1,6,102,Wednesday,44,November,2023,1,83.0,2022-01-01,Returning
TXN_7273990,CUST_24,Furniture,Item_11_FUR,20.0,7,140.0,Credit Card,Online,2024-06-27,0,5,59,Thursday,26,June,2024,27,140.0,2022-01-01,Returning
TXN_8838210,CUST_06,Butchers,Item_15_BUT,26.0,1,26.0,Credit Card,In-Store,2022-12-30,0,2,185,Friday,52,December,2022,30,26.0,2022-01-01,Returning
TXN_9649004,CUST_11,Butchers,Item_20_BUT,23.0,2,46.0,Cash,Online,2022-07-16,1,2,21,Saturday,28,July,2022,16,45.0,2022-01-01,Returning
TXN_9946325,CUST_12,Beverages,Item_17_BEV,29.0,6,174.0,Digital Wallet,Online,2024-06-08,1,3,147,Saturday,23,June,2024,8,173.0,2022-01-01,Returning
TXN_1847488,CUST_08,Food,Item_3_FOOD,8.0,10,80.0,Digital Wallet,In-Store,2022-03-10,0,4,36,Thursday,10,March,2022,10,80.0,2022-01-03,Returning
TXN_3674047,CUST_23,Furniture,Item_1_FUR,5.0,7,35.0,Cash,Online,2024-07-10,0,5,93,Wednesday,28,July,2024,10,35.0,2022-01-02,Returning
TXN_2786014,CUST_02,Beverages,Item_20_BEV,33.5,6,201.0,Credit Card,In-Store,2022-07-12,0,3,85,Tuesday,28,July,2022,12,201.0,2022-01-17,Returning
TXN_7549064,CUST_03,Furniture,Item_20_FUR,33.5,4,134.0,Digital Wallet,Online,2024-10-13,0,5,151,Sunday,41,October,2024,13,134.0,2022-01-08,Returning
TXN_3587629,CUST_19,Computers And Electric Accessories,Item_2_CEA,6.5,4,26.0,Credit Card,In-Store,2022-09-06,1,7,91,Tuesday,36,September,2022,6,25.0,2022-01-01,Returning
TXN_7224577,CUST_12,Food,Item_14_FOOD,20.0,6,120.0,Credit Card,In-Store,2022-09-27,1,4,22,Tuesday,39,September,2022,27,119.0,2022-01-01,Returning
TXN_2128173,CUST_22,Electric Household Essentials,Item_9_EHE,17.0,5,85.0,Credit Card,Online,2022-09-17,0,6,171,Saturday,37,September,2022,17,85.0,2022-01-01,Returning
TXN_1585530,CUST_11,Milk Products,Item_1_MILK,5.0,4,20.0,Credit Card,Online,2023-04-04,1,1,89,Tuesday,14,April,2023,4,19.0,2022-01-01,Returning
TXN_8444117,CUST_05,Milk Products,Item_11_MILK,20.0,6,120.0,Cash,In-Store,2023-07-03,1,1,95,Monday,27,July,2023,3,119.0,2022-01-03,Returning
TXN_9017295,CUST_04,Milk Products,Item_13_MILK,23.0,3,69.0,Credit Card,Online,2024-03-04,0,1,143,Monday,10,March,2024,4,69.0,2022-01-02,Returning
TXN_5584686,CUST_21,Milk Products,Item_5_MILK,11.0,10,110.0,Cash,In-Store,2023-08-13,1,1,174,Sunday,32,August,2023,13,109.0,2022-01-05,Returning
TXN_2889632,CUST_19,Butchers,Item_22_BUT,36.5,2,73.0,Digital Wallet,Online,2022-11-09,1,2,9,Wednesday,45,November,2022,9,72.0,2022-01-01,Returning
TXN_9731122,CUST_15,Milk Products,Item_6_MILK,12.5,6,75.0,Cash,In-Store,2022-04-24,1,1,46,Sunday,16,April,2022,24,74.0,2022-01-01,Returning
TXN_6516879,CUST_25,Patisserie,Item_12_PAT,21.5,2,43.0,Digital Wallet,In-Store,2023-06-30,0,0,5,Friday,26,June,2023,30,43.0,2022-01-03,Returning
TXN_6264210,CUST_02,Patisserie,Item_18_PAT,30.5,9,274.5,Credit Card,In-Store,2024-04-17,1,0,192,Wednesday,16,April,2024,17,273.5,2022-01-17,Returning
TXN_7292564,CUST_22,Beverages,Item_8_BEV,15.5,9,139.5,Cash,In-Store,2025-01-09,1,3,35,Thursday,2,January,2025,9,138.5,2022-01-01,Returning
TXN_3739606,CUST_11,Food,Item_14_FOOD,24.5,6,147.0,Digital Wallet,Online,2024-10-15,1,4,22,Tuesday,42,October,2024,15,146.0,2022-01-01,Returning
TXN_4124586,CUST_06,Butchers,Item_2_BUT,6.5,3,19.5,Credit Card,Online,2023-02-14,1,2,50,Tuesday,7,February,2023,14,18.5,2022-01-01,Returning
TXN_1699208,CUST_09,Furniture,Item_1_FUR,5.0,7,35.0,Cash,In-Store,2022-04-06,0,5,93,Wednesday,14,April,2022,6,35.0,2022-01-03,Returning
TXN_5752809,CUST_11,Butchers,Item_20_BUT,23.0,5,115.0,Cash,In-Store,2023-12-24,0,2,21,Sunday,51,December,2023,24,115.0,2022-01-01,Returning
TXN_6411912,CUST_17,Electric Household Essentials,Item_25_EHE,41.0,8,328.0,Digital Wallet,In-Store,2024-11-01,1,6,125,Friday,44,November,2024,1,327.0,2022-01-01,Returning
TXN_6328740,CUST_07,Electric Household Essentials,Item_25_EHE,41.0,8,328.0,Credit Card,Online,2024-07-29,1,6,125,Monday,31,July,2024,29,327.0,2022-01-04,Returning
TXN_1780099,CUST_18,Beverages,Item_7_BEV,14.0,8,112.0,Credit Card,Online,2024-11-22,0,3,17,Friday,47,November,2024,22,112.0,2022-01-02,Returning
TXN_4141134,CUST_15,Food,Item_8_FOOD,15.5,3,46.5,Cash,In-Store,2024-01-04,1,4,168,Thursday,1,January,2024,4,45.5,2022-01-01,Returning
TXN_8547248,CUST_12,Beverages,Item_12_BEV,21.5,3,64.5,Digital Wallet,Online,2022-06-29,1,3,123,Wednesday,26,June,2022,29,63.5,2022-01-01,Returning
TXN_3861764,CUST_09,Milk Products,Item_18_MILK,30.5,8,244.0,Cash,In-Store,2023-08-29,1,1,157,Tuesday,35,August,2023,29,243.0,2022-01-03,Returning
TXN_7818460,CUST_07,Butchers,Item_7_BUT,14.0,5,70.0,Digital Wallet,In-Store,2023-10-31,0,2,112,Tuesday,44,October,2023,31,70.0,2022-01-04,Returning
TXN_4715547,CUST_19,Computers And Electric Accessories,Item_5_CEA,11.0,6,66.0,Digital Wallet,In-Store,2022-09-01,1,7,41,Thursday,35,September,2022,1,65.0,2022-01-01,Returning
TXN_2942406,CUST_21,Patisserie,Item_1_PAT,5.0,5,25.0,Cash,In-Store,2022-02-26,1,0,53,Saturday,8,February,2022,26,24.0,2022-01-05,Returning
TXN_6354929,CUST_11,Milk Products,Item_7_MILK,14.0,9,126.0,Digital Wallet,In-Store,2025-01-06,1,1,179,Monday,2,January,2025,6,125.0,2022-01-01,Returning
TXN_6055420,CUST_24,Furniture,Item_13_FUR,23.0,2,46.0,Digital Wallet,Online,2023-11-22,1,5,191,Wednesday,47,November,2023,22,45.0,2022-01-01,Returning
TXN_5197744,CUST_16,Patisserie,Item_12_PAT,21.5,1,21.5,Credit Card,In-Store,2024-05-27,0,0,5,Monday,22,May,2024,27,21.5,2022-01-01,Returning
TXN_7955262,CUST_15,Patisserie,Item_9_PAT,17.0,2,34.0,Credit Card,Online,2024-09-04,1,0,139,Wednesday,36,September,2024,4,33.0,2022-01-01,Returning
TXN_2666506,CUST_05,Butchers,Item_23_BUT,38.0,3,114.0,Credit Card,Online,2022-04-14,1,2,31,Thursday,15,April,2022,14,113.0,2022-01-03,Returning
TXN_7234463,CUST_23,Food,Item_17_FOOD,29.0,2,58.0,Digital Wallet,Online,2024-07-15,0,4,137,Monday,29,July,2024,15,58.0,2022-01-02,Returning
TXN_6417718,CUST_12,Computers And Electric Accessories,Item_9_CEA,17.0,6,102.0,Cash,In-Store,2023-04-22,0,7,126,Saturday,16,April,2023,22,102.0,2022-01-01,Returning
TXN_8454618,CUST_18,Patisserie,Item_12_PAT,21.5,4,86.0,Digital Wallet,In-Store,2024-04-16,0,0,5,Tuesday,16,April,2024,16,86.0,2022-01-02,Returning
TXN_2342593,CUST_18,Beverages,Item_14_BEV,24.5,5,122.5,Cash,Online,2024-03-16,1,3,66,Saturday,11,March,2024,16,121.5,2022-01-02,Returning
TXN_1332543,CUST_08,Milk Products,Item_12_MILK,21.5,8,172.0,Credit Card,Online,2022-05-28,0,1,193,Saturday,21,May,2022,28,172.0,2022-01-03,Returning
TXN_4844992,CUST_14,Milk Products,Item_7_MILK,14.0,6,84.0,Digital Wallet,Online,2022-08-11,1,1,179,Thursday,32,August,2022,11,83.0,2022-01-07,Returning
TXN_1510369,CUST_14,Beverages,Item_21_BEV,35.0,6,210.0,Credit Card,In-Store,2024-01-24,1,3,99,Wednesday,4,January,2024,24,209.0,2022-01-07,Returning
TXN_9148620,CUST_12,Furniture,Item_20_FUR,33.5,10,335.0,Digital Wallet,Online,2024-12-20,1,5,151,Friday,51,December,2024,20,334.0,2022-01-01,Returning
TXN_5289156,CUST_18,Furniture,Item_24_FUR,39.5,4,158.0,Credit Card,Online,2022-12-13,0,5,63,Tuesday,50,December,2022,13,158.0,2022-01-02,Returning
TXN_9672266,CUST_22,Butchers,Item_4_BUT,9.5,3,28.5,Digital Wallet,In-Store,2023-06-24,1,2,184,Saturday,25,June,2023,24,27.5,2022-01-01,Returning
TXN_2457102,CUST_18,Furniture,Item_25_FUR,23.0,3,69.0,Digital Wallet,Online,2022-03-10,1,5,7,Thursday,10,March,2022,10,68.0,2022-01-02,Returning
TXN_1776674,CUST_07,Beverages,Item_20_BEV,33.5,5,167.5,Cash,In-Store,2024-08-20,1,3,85,Tuesday,34,August,2024,20,166.5,2022-01-04,Returning
TXN_5113509,CUST_02,Furniture,Item_24_FUR,39.5,9,355.5,Cash,In-Store,2022-07-21,1,5,63,Thursday,29,July,2022,21,354.5,2022-01-17,Returning
TXN_1038808,CUST_02,Milk Products,Item_7_MILK,14.0,1,14.0,Digital Wallet,In-Store,2024-02-29,1,1,179,Thursday,9,February,2024,29,13.0,2022-01-17,Returning
TXN_9093964,CUST_19,Electric Household Essentials,Item_25_EHE,41.0,3,123.0,Credit Card,Online,2024-12-24,0,6,125,Tuesday,52,December,2024,24,123.0,2022-01-01,Returning
TXN_9187405,CUST_14,Milk Products,Item_15_MILK,26.0,4,104.0,Digital Wallet,In-Store,2022-12-02,0,1,108,Friday,48,December,2022,2,104.0,2022-01-07,Returning
TXN_2384499,CUST_18,Electric Household Essentials,Item_25_EHE,41.0,8,328.0,Cash,In-Store,2024-12-13,1,6,125,Friday,50,December,2024,13,327.0,2022-01-02,Returning
TXN_9714531,CUST_03,Beverages,Item_19_BEV,32.0,10,320.0,Cash,In-Store,2023-01-24,0,3,84,Tuesday,4,January,2023,24,320.0,2022-01-08,Returning
TXN_1966350,CUST_09,Butchers,Item_8_BUT,15.5,9,139.5,Credit Card,Online,2023-05-31,0,2,74,Wednesday,22,May,2023,31,139.5,2022-01-03,Returning
TXN_6522171,CUST_24,Beverages,Item_19_BEV,32.0,7,224.0,Digital Wallet,In-Store,2024-01-31,0,3,84,Wednesday,5,January,2024,31,224.0,2022-01-01,Returning
TXN_6677921,CUST_01,Electric Household Essentials,Item_5_EHE,11.0,8,88.0,Digital Wallet,Online,2024-12-07,0,6,130,Saturday,49,December,2024,7,88.0,2022-01-01,Returning
TXN_4418483,CUST_10,Milk Products,Item_3_MILK,8.0,8,64.0,Credit Card,In-Store,2022-04-22,1,1,94,Friday,16,April,2022,22,63.0,2022-01-02,Returning
TXN_2501304,CUST_14,Beverages,Item_2_BEV,15.5,5,77.5,Credit Card,In-Store,2024-07-14,1,3,14,Sunday,28,July,2024,14,76.5,2022-01-07,Returning
TXN_6890854,CUST_16,Beverages,Item_8_BEV,15.5,7,108.5,Cash,Online,2022-02-28,1,3,35,Monday,9,February,2022,28,107.5,2022-01-01,Returning
TXN_5747087,CUST_23,Milk Products,Item_6_MILK,12.5,6,75.0,Cash,Online,2022-12-07,0,1,46,Wednesday,49,December,2022,7,75.0,2022-01-02,Returning
TXN_8652929,CUST_19,Furniture,Item_11_FUR,20.0,8,160.0,Digital Wallet,In-Store,2023-05-05,1,5,59,Friday,18,May,2023,5,159.0,2022-01-01,Returning
TXN_2707360,CUST_21,Butchers,Item_7_BUT,14.0,7,98.0,Digital Wallet,In-Store,2024-11-23,1,2,112,Saturday,47,November,2024,23,97.0,2022-01-05,Returning
TXN_9236550,CUST_22,Furniture,Item_1_FUR,5.0,7,35.0,Credit Card,Online,2022-02-20,1,5,93,Sunday,7,February,2022,20,34.0,2022-01-01,Returning
TXN_7190172,CUST_13,Computers And Electric Accessories,Item_21_CEA,35.0,4,140.0,Cash,Online,2024-12-05,1,7,79,Thursday,49,December,2024,5,139.0,2022-01-04,Returning
TXN_3471500,CUST_13,Food,Item_13_FOOD,23.0,8,184.0,Cash,In-Store,2022-03-01,1,4,134,Tuesday,9,March,2022,1,183.0,2022-01-04,Returning
TXN_3527658,CUST_03,Beverages,Item_9_BEV,17.0,8,136.0,Digital Wallet,In-Store,2024-02-28,1,3,180,Wednesday,9,February,2024,28,135.0,2022-01-08,Returning
TXN_5282091,CUST_21,Patisserie,Item_20_PAT,33.5,8,268.0,Credit Card,In-Store,2023-01-13,1,0,138,Friday,2,January,2023,13,267.0,2022-01-05,Returning
TXN_1999080,CUST_08,Food,Item_13_FOOD,23.0,3,69.0,Digital Wallet,Online,2024-12-02,1,4,134,Monday,49,December,2024,2,68.0,2022-01-03,Returning
TXN_2954304,CUST_25,Electric Household Essentials,Item_12_EHE,21.5,2,43.0,Digital Wallet,Online,2024-11-14,1,6,115,Thursday,46,November,2024,14,42.0,2022-01-03,Returning
TXN_4724970,CUST_03,Beverages,Item_8_BEV,15.5,7,108.5,Cash,Online,2022-03-24,1,3,35,Thursday,12,March,2022,24,107.5,2022-01-08,Returning
TXN_2520240,CUST_19,Furniture,Item_5_FUR,11.0,4,44.0,Cash,In-Store,2023-02-17,1,5,76,Friday,7,February,2023,17,43.0,2022-01-01,Returning
TXN_6680454,CUST_25,Electric Household Essentials,Item_5_EHE,11.0,8,88.0,Cash,In-Store,2022-03-14,1,6,130,Monday,11,March,2022,14,87.0,2022-01-03,Returning
TXN_2085906,CUST_09,Patisserie,Item_7_PAT,14.0,10,140.0,Digital Wallet,Online,2024-02-19,1,0,56,Monday,8,February,2024,19,139.0,2022-01-03,Returning
TXN_5196670,CUST_18,Patisserie,Item_9_PAT,17.0,5,85.0,Cash,In-Store,2022-09-07,1,0,139,Wednesday,36,September,2022,7,84.0,2022-01-02,Returning
TXN_5400225,CUST_04,Electric Household Essentials,Item_18_EHE,30.5,8,244.0,Cash,Online,2023-06-14,1,6,173,Wednesday,24,June,2023,14,243.0,2022-01-02,Returning
TXN_5495475,CUST_06,Electric Household Essentials,Item_11_EHE,20.0,5,100.0,Credit Card,Online,2022-06-11,1,6,135,Saturday,23,June,2022,11,99.0,2022-01-01,Returning
TXN_8155707,CUST_25,Electric Household Essentials,Item_20_EHE,33.5,6,201.0,Cash,Online,2024-11-18,1,6,109,Monday,47,November,2024,18,200.0,2022-01-03,Returning
TXN_2169979,CUST_13,Computers And Electric Accessories,Item_6_CEA,12.5,1,12.5,Digital Wallet,In-Store,2022-01-25,1,7,97,Tuesday,4,January,2022,25,11.5,2022-01-04,Returning
TXN_7020380,CUST_22,Patisserie,Item_11_PAT,20.0,3,60.0,Credit Card,Online,2024-06-26,1,0,39,Wednesday,26,June,2024,26,59.0,2022-01-01,Returning
TXN_4062533,CUST_22,Computers And Electric Accessories,Item_19_CEA,32.0,6,192.0,Credit Card,In-Store,2024-05-01,1,7,78,Wednesday,18,May,2024,1,191.0,2022-01-01,Returning
TXN_9452917,CUST_23,Patisserie,Item_12_PAT,21.5,7,150.5,Cash,Online,2024-08-02,1,0,5,Friday,31,August,2024,2,149.5,2022-01-02,Returning
TXN_2387517,CUST_19,Milk Products,Item_24_MILK,39.5,2,79.0,Digital Wallet,Online,2022-03-04,1,1,90,Friday,9,March,2022,4,78.0,2022-01-01,Returning
TXN_8404205,CUST_25,Beverages,Item_25_BEV,41.0,3,123.0,Cash,Online,2022-04-28,1,3,27,Thursday,17,April,2022,28,122.0,2022-01-03,Returning
TXN_3843440,CUST_20,Food,Item_12_FOOD,21.5,8,172.0,Cash,Online,2024-05-02,1,4,37,Thursday,18,May,2024,2,171.0,2022-01-03,Returning
TXN_7094738,CUST_10,Computers And Electric Accessories,Item_9_CEA,17.0,2,34.0,Digital Wallet,Online,2024-09-10,1,7,126,Tuesday,37,September,2024,10,33.0,2022-01-02,Returning
TXN_2709041,CUST_01,Butchers,Item_22_BUT,36.5,9,328.5,Cash,Online,2024-06-13,1,2,9,Thursday,24,June,2024,13,327.5,2022-01-01,Returning
TXN_7183009,CUST_05,Milk Products,Item_6_MILK,12.5,2,25.0,Credit Card,Online,2023-05-28,1,1,46,Sunday,21,May,2023,28,24.0,2022-01-03,Returning
TXN_1938762,CUST_25,Computers And Electric Accessories,Item_20_CEA,33.5,2,67.0,Credit Card,In-Store,2024-04-12,0,7,57,Friday,15,April,2024,12,67.0,2022-01-03,Returning
TXN_1044590,CUST_12,Electric Household Essentials,Item_8_EHE,23.0,4,92.0,Cash,Online,2024-05-07,0,6,81,Tuesday,19,May,2024,7,92.0,2022-01-01,Returning
